,name,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,gameweek,season,data_retrieved_datetime,scout_risks
30,Adam Smith,True,True,,,54469.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,0.9,1.0,Adam,1.0,73.0,False,,,45.0,54469.jpg,1.0,False,Smith,0.4,False,,a,4.0,91.0,1.0,5413.0,5413.0,742.0,742.0,0.2,0.2,Smith,241.0,2014-01-28,1991-04-29,False,p54469,89.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.2,10.5,4.0,2.7,8.0,2.0,1.0,9.0,1.0,0.0,0.08,0.08,2.1,82.0,34.0,65.0,19.0,71.0,14.0,78.0,23.0,,,,,,,0.0,0.0,0.08,0.08,2.12,3.03,359.0,63.0,120.0,36.0,120.0,36.0,276.0,103.0,1.01,0.0,9.1,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
31,Adrien Truffert,True,True,,,494521.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,0.9,0.0,Adrien,0.0,74.0,False,,,45.0,494521.jpg,0.0,False,Truffert,0.7,False,,a,4.0,91.0,0.0,5165.0,5165.0,1198.0,1198.0,0.0,0.0,Truffert,73.0,2025-06-16,2001-11-20,False,p494521,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,18.2,19.1,0.0,3.7,4.0,4.0,2.0,6.0,1.0,0.0,0.13,0.13,2.21,55.0,16.0,31.0,8.0,344.0,166.0,59.0,17.0,,,,,,,0.0,0.0,0.13,0.13,2.21,4.0,476.0,132.0,376.0,169.0,376.0,169.0,211.0,79.0,1.0,0.0,6.0,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
32,James Hill,True,True,,,463981.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,James,1.0,77.0,False,,,40.0,463981.jpg,1.0,False,Hill,0.7,False,,a,4.0,91.0,1.0,2604.0,2604.0,1233.0,1233.0,0.2,0.2,Hill,241.0,2022-01-05,2002-01-10,False,p463981,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,0.0,0.3,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.11,138.0,55.0,158.0,60.0,177.0,66.0,167.0,58.0,,,,,,,0.0,0.0,0.0,0.0,9.9,90.0,622.0,178.0,114.0,30.0,114.0,30.0,210.0,78.0,0.0,0.0,180.0,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
33,Antoine Semenyo,True,True,,,437730.0,0.0,0.0,0.0,0.0,1.0,3.0,2.3,1.3,15.0,Antoine,15.0,82.0,True,,,70.0,437730.jpg,15.0,False,Semenyo,7.3,False,,a,4.0,91.0,15.0,164967.0,164967.0,6456.0,6456.0,2.1,2.1,Semenyo,81.0,2023-01-27,2000-01-07,False,p437730,90.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,66.4,1.3,32.0,10.0,1.0,3.0,1.0,5.0,1.0,0.91,0.02,0.93,2.21,3.0,1.0,117.0,69.0,15.0,7.0,10.0,6.0,,,,,3.0,,0.91,0.0,0.02,0.93,2.21,4.0,38.0,25.0,2.0,1.0,2.0,1.0,57.0,19.0,1.0,0.0,5.0,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
34,Marcus Tavernier,True,True,,,201658.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,Marcus,4.0,84.0,False,,,55.0,201658.jpg,4.0,False,Tavernier,0.4,False,,a,4.0,91.0,4.0,3772.0,3772.0,1537.0,1537.0,0.7,0.7,Tavernier,241.0,2022-08-01,1999-03-22,False,p201658,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,24.6,14.1,33.0,7.2,7.0,10.0,3.0,20.0,1.0,0.32,0.06,0.38,2.21,36.0,15.0,44.0,28.0,11.0,4.0,17.0,12.0,1.0,,1.0,,,,0.32,0.0,0.06,0.38,2.21,4.0,142.0,93.0,54.0,24.0,54.0,24.0,265.0,83.0,1.0,0.0,20.0,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
35,Tyler Adams,True,True,,,200785.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,0.5,4.0,Tyler,4.0,85.0,False,,,50.0,200785.jpg,4.0,False,Adams,0.3,False,,a,4.0,91.0,4.0,1450.0,1450.0,925.0,925.0,0.8,0.8,Adams,229.0,2023-08-20,1999-02-14,False,p200785,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.6,1.7,4.0,2.9,8.0,6.0,5.0,19.0,1.0,0.0,0.1,0.1,2.1,39.0,18.0,104.0,64.0,75.0,42.0,73.0,39.0,,,,,,,0.0,0.0,0.1,0.1,2.1,3.0,252.0,159.0,52.0,22.0,52.0,22.0,316.0,104.0,1.0,0.0,19.0,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
36,David Brooks,True,True,,,111317.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,0.5,4.0,David,4.0,86.0,False,,,50.0,111317.jpg,4.0,False,Brooks,0.2,False,,a,4.0,91.0,4.0,1890.0,1890.0,511.0,511.0,0.8,0.8,Brooks,244.0,2018-07-01,1997-07-08,False,p111317,83.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,27.2,40.3,18.0,8.6,0.0,5.0,2.0,7.0,1.0,0.19,0.19,0.38,1.9,30.0,12.0,9.0,8.0,32.0,20.0,14.0,10.0,5.0,,,,,,0.21,0.0,0.21,0.42,2.06,2.17,228.0,143.0,49.0,19.0,49.0,19.0,418.0,137.0,1.08,0.0,7.59,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
37,Alex Scott,True,True,,,503139.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,0.5,2.0,Alex,2.0,90.0,False,,,50.0,503139.jpg,2.0,False,Scott,0.1,False,,a,4.0,91.0,2.0,343.0,343.0,286.0,286.0,0.4,0.4,Scott,241.0,2023-08-10,2003-08-21,False,p503139,73.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.1,2.0,0.6,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.81,150.0,69.0,99.0,61.0,100.0,56.0,153.0,72.0,,,5.0,,,,0.0,0.0,0.0,0.0,2.23,2.47,329.0,204.0,96.0,52.0,96.0,52.0,496.0,173.0,1.23,0.0,3.7,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
38,Hamed Traorè,True,True,,,424044.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,Hamed,4.0,93.0,False,,,45.0,424044.jpg,4.0,False,Traorè,0.5,False,,a,4.0,91.0,4.0,7927.0,7927.0,1587.0,1587.0,0.9,0.9,H.Traorè,54.0,2023-07-01,2000-02-16,False,p424044,16.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.2,10.0,0.0,3.1,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.4,44.0,21.0,68.0,44.0,304.0,73.0,67.0,36.0,,,,,,,0.0,0.0,0.0,0.0,2.25,11.25,431.0,234.0,48.0,18.0,48.0,18.0,253.0,81.0,0.0,0.0,22.5,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
39,Ben Winterburn,True,True,,,606775.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,Ben,1.0,96.0,False,,,45.0,606775.jpg,1.0,False,Winterburn,0.1,False,,a,4.0,91.0,1.0,336.0,336.0,197.0,197.0,0.2,0.2,Winterburn,241.0,2024-11-29,2004-09-04,False,p606775,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,432.0,147.0,437.0,155.0,414.0,137.0,443.0,153.0,,,,,,,0.0,0.0,0.0,0.0,4.65,30.0,550.0,300.0,134.0,66.0,134.0,66.0,510.0,181.0,0.0,0.0,0.0,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
40,Francisco Evanilson de Lima Barbosa,True,True,,,444102.0,0.0,0.0,0.0,0.0,0.0,4.0,2.3,1.3,1.0,Francisco Evanilson,1.0,97.0,False,,,70.0,444102.jpg,1.0,False,de Lima Barbosa,2.0,False,,a,4.0,91.0,1.0,7242.0,7242.0,5945.0,5945.0,0.1,0.1,Evanilson,30.0,2024-08-16,1999-10-06,False,p444102,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.6,17.0,1.6,3.0,2.0,0.0,5.0,1.0,0.29,0.0,0.29,2.21,666.0,65.0,143.0,10.0,38.0,11.0,121.0,12.0,,,,,2.0,,0.29,0.0,0.0,0.29,2.21,4.0,39.0,14.0,167.0,18.0,167.0,18.0,127.0,27.0,1.0,0.0,5.0,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
41,Eli Junior Kroupi,True,True,,,560262.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,Eli Junior,1.0,100.0,False,,,45.0,560262.jpg,1.0,False,Kroupi,1.0,False,,a,4.0,91.0,1.0,4652.0,4652.0,2038.0,2038.0,0.2,0.2,Kroupi.Jr,73.0,2025-02-02,2006-06-23,False,p560262,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,405.0,25.0,410.0,27.0,387.0,29.0,416.0,29.0,,,,,,,0.0,0.0,0.0,0.0,9.9,90.0,522.0,64.0,133.0,13.0,133.0,13.0,182.0,30.0,0.0,0.0,0.0,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
42,Bafodé Diakité,True,True,,,242882.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,0.9,0.0,Bafodé,0.0,685.0,False,,,45.0,242882.jpg,0.0,False,Diakité,0.1,False,,a,4.0,91.0,0.0,1155.0,1155.0,295.0,295.0,0.0,0.0,Diakité,73.0,2025-08-13,2001-01-06,False,p242882,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.8,0.2,0.0,1.5,7.0,8.0,2.0,9.0,1.0,0.0,0.0,0.0,2.21,68.0,26.0,157.0,59.0,301.0,153.0,122.0,43.0,,,,,,,0.0,0.0,0.0,0.0,2.21,4.0,427.0,113.0,339.0,158.0,339.0,158.0,439.0,168.0,1.0,0.0,9.0,Bournemouth,1.0,25-26,2025-08-17 10:49:52.276645,
43,Bart Verbruggen,True,True,,,489639.0,0.0,0.0,0.0,0.0,0.0,1.0,2.3,2.3,2.0,Bart,2.0,139.0,False,,,45.0,489639.jpg,2.0,False,Verbruggen,7.9,False,,a,6.0,36.0,2.0,7098.0,7098.0,6922.0,6922.0,0.4,0.4,Verbruggen,152.0,2023-07-03,2002-08-18,False,p489639,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,14.0,0.0,0.0,1.4,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.69,70.0,10.0,358.0,62.0,333.0,62.0,127.0,10.0,,,,,,,0.0,1.0,0.0,0.0,0.69,1.0,463.0,32.0,87.0,9.0,87.0,9.0,52.0,8.0,1.0,0.0,0.0,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
44,Maxim De Cuyper,True,True,,,465730.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,2.0,Maxim,2.0,145.0,False,,,45.0,465730.jpg,2.0,False,De Cuyper,6.5,False,,a,6.0,36.0,2.0,7246.0,7246.0,5084.0,5084.0,0.4,0.4,De Cuyper,21.0,2025-07-05,2000-12-22,False,p465730,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,26.7,2.0,4.1,3.0,3.0,1.0,4.0,1.0,0.0,0.09,0.09,0.69,83.0,35.0,18.0,3.0,92.0,25.0,53.0,13.0,,,,,,,0.0,0.0,0.09,0.09,0.69,1.0,453.0,123.0,85.0,27.0,85.0,27.0,67.0,25.0,1.0,0.0,4.0,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
45,Lewis Dunk,True,True,,,83299.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,2.0,Lewis,2.0,146.0,False,,,45.0,83299.jpg,2.0,False,Dunk,1.3,False,,a,6.0,36.0,2.0,3001.0,3001.0,1238.0,1238.0,0.4,0.4,Dunk,241.0,2009-07-01,1991-11-21,False,p83299,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.6,1.8,7.0,2.5,7.0,3.0,1.0,8.0,1.0,0.09,0.0,0.09,0.69,60.0,21.0,102.0,32.0,56.0,10.0,85.0,27.0,,,,,,,0.09,0.0,0.0,0.09,0.69,1.0,364.0,66.0,79.0,22.0,79.0,22.0,158.0,56.0,1.0,0.0,8.0,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
46,Ferdi Kadıoğlu,True,True,,,231416.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,0.0,Ferdi,0.0,148.0,False,,,45.0,231416.jpg,0.0,False,Kadıoğlu,0.2,False,,a,6.0,36.0,0.0,301.0,301.0,683.0,683.0,0.0,0.0,F.Kadıoğlu,219.0,2024-08-27,1999-10-07,False,p231416,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,1.3,0.0,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21,322.0,160.0,112.0,37.0,293.0,147.0,171.0,61.0,,,,,,,0.0,0.0,0.0,0.0,0.9,4.29,418.0,106.0,332.0,153.0,332.0,153.0,366.0,132.0,0.0,0.0,4.29,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
47,Jan Paul van Hecke,True,True,,,469142.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,2.0,Jan Paul,2.0,151.0,False,,,45.0,469142.jpg,2.0,False,van Hecke,1.2,False,,a,6.0,36.0,2.0,1451.0,1451.0,984.0,984.0,0.4,0.4,Van Hecke,152.0,2020-09-10,2000-06-08,False,p469142,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,27.8,1.1,0.0,2.9,7.0,5.0,1.0,8.0,1.0,0.0,0.13,0.13,0.69,28.0,8.0,124.0,45.0,328.0,162.0,72.0,20.0,,,,,,,0.0,0.0,0.13,0.13,0.69,1.0,456.0,124.0,86.0,28.0,86.0,28.0,161.0,58.0,1.0,0.0,8.0,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
48,Mitoma Kaoru,True,True,,,451340.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,2.2,2.0,Mitoma,2.0,157.0,False,,,65.0,451340.jpg,2.0,False,Kaoru,7.2,False,,a,6.0,36.0,2.0,5742.0,5742.0,22142.0,22142.0,0.3,0.3,Mitoma,108.0,2021-08-09,1997-05-20,False,p451340,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,2.4,10.0,0.8,0.0,0.0,0.0,0.0,1.0,0.07,0.04,0.11,0.49,650.0,280.0,95.0,58.0,50.0,31.0,145.0,68.0,,,,,,,0.08,0.0,0.04,0.12,0.54,0.0,67.0,47.0,109.0,62.0,109.0,62.0,61.0,20.0,1.1,1.1,0.0,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
49,Georginio Rutter,True,True,,,463067.0,0.0,0.0,0.0,0.0,0.0,3.0,2.1,2.1,6.0,Georginio,6.0,158.0,False,,,60.0,463067.jpg,6.0,False,Rutter,1.4,False,,a,6.0,36.0,6.0,2541.0,2541.0,4188.0,4188.0,1.0,1.0,Georginio,73.0,2024-08-19,2002-04-20,False,p463067,68.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.2,1.2,15.0,1.6,0.0,1.0,0.0,1.0,1.0,0.07,0.0,0.07,0.49,161.0,77.0,121.0,70.0,40.0,25.0,120.0,58.0,,,,,,,0.09,0.0,0.0,0.09,0.65,0.0,106.0,73.0,40.0,12.0,40.0,12.0,152.0,52.0,1.32,1.32,1.32,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
50,Yankuba Minteh,True,True,,,592031.0,0.0,0.0,0.0,0.0,0.0,3.0,2.1,2.1,3.0,Yankuba,3.0,160.0,False,,,60.0,592031.jpg,3.0,False,Minteh,1.2,False,,a,6.0,36.0,3.0,1004.0,1004.0,4855.0,4855.0,0.5,0.5,Minteh,78.0,2024-07-01,2004-07-22,False,p592031,68.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.4,4.7,12.0,1.7,1.0,3.0,0.0,4.0,1.0,0.09,0.02,0.11,0.49,157.0,73.0,77.0,48.0,42.0,26.0,112.0,54.0,,,,,,,0.12,0.0,0.03,0.15,0.65,0.0,115.0,77.0,70.0,37.0,70.0,37.0,163.0,55.0,1.32,1.32,5.29,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
51,Brajan Gruda,True,True,,,513433.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,Brajan,1.0,162.0,False,,,55.0,513433.jpg,1.0,False,Gruda,0.0,False,,a,6.0,36.0,1.0,60.0,60.0,209.0,209.0,0.2,0.2,Gruda,80.0,2024-08-14,2004-05-31,False,p513433,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.2,0.3,4.0,0.5,0.0,1.0,1.0,2.0,0.0,0.38,0.0,0.38,0.21,159.0,75.0,152.0,83.0,79.0,44.0,159.0,76.0,2.0,,6.0,,,,4.89,0.0,0.0,4.89,2.7,12.86,199.0,127.0,154.0,80.0,154.0,80.0,574.0,222.0,0.0,0.0,25.71,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
52,Matt O'Riley,True,True,,,219249.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,10.0,Matt,10.0,164.0,True,,,55.0,219249.jpg,10.0,False,O'Riley,0.3,False,,a,6.0,36.0,10.0,7367.0,7367.0,974.0,974.0,1.8,1.8,O'Riley,58.0,2024-08-26,2000-11-21,False,p219249,87.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,45.8,44.3,23.0,11.3,0.0,0.0,3.0,3.0,1.0,0.79,0.14,0.93,0.49,11.0,5.0,6.0,6.0,24.0,13.0,8.0,4.0,1.0,,2.0,,2.0,,0.82,0.0,0.14,0.96,0.51,0.0,152.0,99.0,7.0,2.0,7.0,2.0,318.0,105.0,1.03,1.03,3.1,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
53,Yasin Ayari,True,True,,,509416.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.5,3.0,Yasin,3.0,166.0,False,,,50.0,509416.jpg,3.0,False,Ayari,0.2,False,,a,6.0,36.0,3.0,271.0,271.0,518.0,518.0,0.6,0.6,Ayari,206.0,2023-01-30,2003-10-06,False,p509416,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,7.0,3.2,2.0,1.2,3.0,6.0,1.0,10.0,1.0,0.0,0.12,0.12,0.69,110.0,43.0,84.0,51.0,101.0,57.0,135.0,65.0,3.0,,5.0,,,,0.0,0.0,0.12,0.12,0.69,1.0,332.0,207.0,59.0,27.0,59.0,27.0,358.0,117.0,1.0,0.0,10.0,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
54,Carlos Baleba,True,True,,,535301.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.5,3.0,Carlos,3.0,167.0,False,,,50.0,535301.jpg,3.0,False,Baleba,4.9,False,,a,6.0,36.0,3.0,6602.0,6602.0,10633.0,10633.0,0.6,0.6,Baleba,38.0,2023-08-29,2004-01-03,False,p535301,68.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,12.0,1.0,1.8,5.0,5.0,1.0,11.0,1.0,0.02,0.01,0.03,0.49,119.0,48.0,55.0,36.0,114.0,64.0,107.0,52.0,,,,,,,0.03,0.0,0.01,0.04,0.65,0.0,337.0,211.0,60.0,28.0,60.0,28.0,73.0,25.0,1.32,1.32,14.56,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
55,Diego Gómez Amarilla,True,True,,,514254.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.5,0.0,Diego,0.0,169.0,False,,,50.0,514254.jpg,0.0,False,Gómez Amarilla,0.1,False,,a,6.0,36.0,0.0,87.0,87.0,192.0,192.0,0.0,0.0,Gomez,168.0,2025-01-01,2003-03-27,False,p514254,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.6,11.4,7.0,2.6,1.0,2.0,2.0,5.0,0.0,0.03,0.03,0.06,0.21,105.0,39.0,57.0,37.0,57.0,33.0,84.0,41.0,,,3.0,,,,0.13,0.0,0.13,0.26,0.9,4.29,334.0,208.0,543.0,215.0,543.0,215.0,539.0,201.0,0.0,0.0,21.43,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
56,James Milner,True,True,,,15157.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.5,1.0,James,1.0,170.0,False,,,50.0,15157.jpg,1.0,False,Milner,0.1,False,,a,6.0,36.0,1.0,205.0,205.0,377.0,377.0,0.2,0.2,Milner,241.0,2023-07-01,1986-01-04,False,p15157,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,443.0,155.0,448.0,163.0,425.0,145.0,454.0,161.0,,,,,,,0.0,0.0,0.0,0.0,9.45,45.0,214.0,137.0,136.0,67.0,136.0,67.0,474.0,159.0,0.0,0.0,0.0,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
57,Mats Wieffer,True,True,,,467779.0,0.0,0.0,0.0,0.0,0.0,3.0,1.5,1.5,4.0,Mats,4.0,173.0,False,,,50.0,467779.jpg,4.0,False,Wieffer,0.1,False,,a,6.0,36.0,4.0,166.0,166.0,171.0,171.0,0.8,0.8,Wieffer,152.0,2024-07-06,1999-11-16,False,p467779,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.8,2.6,21.0,4.8,8.0,6.0,5.0,19.0,1.0,0.02,0.02,0.04,0.69,34.0,13.0,92.0,57.0,26.0,14.0,40.0,24.0,,,,,,,0.02,0.0,0.02,0.04,0.69,1.0,310.0,192.0,53.0,23.0,53.0,23.0,555.0,212.0,1.0,0.0,19.0,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
58,Danny Welbeck,True,True,,,50175.0,0.0,0.0,0.0,0.0,0.0,4.0,2.2,2.2,1.0,Danny,1.0,178.0,False,,,65.0,50175.jpg,1.0,False,Welbeck,4.5,False,,a,6.0,36.0,1.0,4745.0,4745.0,19100.0,19100.0,0.2,0.2,Welbeck,241.0,2020-10-18,1990-11-26,False,p50175,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,1.6,2.0,0.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,148.0,11.0,109.0,9.0,110.0,17.0,155.0,16.0,,,1.0,,1.0,,0.0,0.0,0.0,0.0,0.9,4.29,44.0,15.0,164.0,17.0,164.0,17.0,77.0,15.0,0.0,0.0,4.29,Brighton,1.0,25-26,2025-08-17 10:49:52.276645,
59,Bernd Leno,True,True,,,80201.0,0.0,0.0,0.0,0.0,0.0,1.0,3.1,3.1,3.0,Bernd,3.0,314.0,False,,,50.0,80201.jpg,3.0,False,Leno,1.7,False,,a,10.0,54.0,3.0,1316.0,1316.0,1904.0,1904.0,0.6,0.6,Leno,80.0,2022-08-02,1992-03-04,False,p80201,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,23.2,0.0,0.0,2.3,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.54,41.0,7.0,450.0,66.0,429.0,66.0,89.0,7.0,,,,,,,0.0,3.0,0.0,0.0,1.54,1.0,219.0,5.0,57.0,6.0,57.0,6.0,140.0,20.0,1.0,0.0,0.0,Fulham,1.0,25-26,2025-08-17 10:49:52.276645,
60,Joachim Andersen,True,True,,,174874.0,0.0,0.0,0.0,0.0,0.0,2.0,1.9,1.9,2.0,Joachim,2.0,317.0,False,,,45.0,174874.jpg,2.0,False,Andersen,3.1,False,,a,10.0,54.0,2.0,1888.0,1888.0,1544.0,1544.0,0.4,0.4,Andersen,58.0,2024-08-23,1996-05-31,False,p174874,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.2,0.9,4.0,2.0,5.0,1.0,3.0,8.0,1.0,0.0,0.01,0.01,1.54,63.0,22.0,129.0,49.0,72.0,15.0,101.0,33.0,,,,,,,0.0,0.0,0.01,0.01,1.54,1.0,390.0,84.0,81.0,24.0,81.0,24.0,94.0,32.0,1.0,0.0,8.0,Fulham,1.0,25-26,2025-08-17 10:49:52.276645,
