id,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,adjusted points per game,value,valuePoints metric,team_name,position
248,,,152898,0,0,0,0,0,2,2.0,,0,Ben,0.0,False,,,4.0,152898.jpg,0.0,Davies,0.6,False,,a,11,14,0,0,0,0,0,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,371,127,348,128,341,125,371,127,,,,,,,,,,Liverpool,defender
33,,,114283,0,0,0,0,0,3,3.2,,0,Jack,0.0,False,,,8.0,114283.jpg,5.2,Grealish,30.3,False,,a,12,43,135,0,0,0,0,0.0,16.9,Grealish,2183,6,12,12,28,0,0,0,6,0,0,13,531,707.4,1029.6,917.0,265.3,41,16,9,6,26,12,11,7,3.0,,2.0,,2.0,,4.622429285389806,0.5778036606737258,1.6342755466272096,Manchester City,midfielder
249,,,58621,0,0,0,0,0,2,3.0,,0,Kyle,0.0,False,,,5.5,58621.jpg,3.8,Walker,5.3,False,,a,12,43,91,0,0,0,0,0.0,16.5,Walker,1944,1,1,9,20,0,0,0,1,0,0,7,410,332.2,200.9,88.0,62.1,194,72,162,33,244,79,217,71,,,,,,,3.816459041066957,0.6939016438303558,1.6273436029946426,Manchester City,defender
250,,,59859,0,0,0,0,0,3,3.0,,0,Ilkay,0.0,False,,,7.5,59859.jpg,5.6,Gündogan,6.4,False,,a,12,43,157,0,0,0,0,0.0,20.9,Gündogan,2025,13,4,12,16,0,0,1,1,0,0,22,620,754.6,688.4,712.0,215.7,32,13,28,22,45,25,24,15,6.0,,4.0,,5.0,,5.025528261394178,0.670070434852557,1.8350634614302066,Manchester City,midfielder
251,25.0,,61366,0,0,0,0,0,3,1.1,,0,Kevin,0.0,False,Ankle injury - 25% chance of playing,2021-08-07T06:30:07.011490Z,12.0,61366.jpg,5.6,De Bruyne,9.7,False,,d,12,43,141,0,0,0,0,0.0,11.8,De Bruyne,1995,6,12,12,17,0,0,1,1,0,0,19,566,760.8,1170.1,914.0,284.7,29,10,4,3,27,13,8,6,1.0,,1.0,,3.0,,6.391634217847675,0.5326361848206396,1.845105868117989,Manchester City,midfielder
252,,,97299,0,0,0,0,0,2,3.0,,0,John,0.0,False,,,5.5,97299.jpg,5.8,Stones,11.6,False,,a,12,43,128,0,0,0,0,0.0,23.3,Stones,1933,4,0,14,12,0,0,0,0,1,0,11,531,520.0,79.8,192.0,79.0,108,39,253,76,166,39,177,49,,,,,,,4.537353736668316,0.8249734066669666,1.9347341340329816,Manchester City,defender
253,,,102826,0,0,0,0,0,2,3.0,,0,Benjamin,0.0,False,,,5.5,102826.jpg,4.8,Mendy,1.1,False,,a,12,43,63,0,0,0,0,0.0,11.5,Mendy,951,2,1,5,10,0,0,0,2,0,0,8,222,179.8,117.1,89.0,38.4,260,95,208,51,240,77,274,96,,,,,,,4.217000679906938,0.766727396346716,1.798135131656511,Manchester City,defender
254,,,103025,0,0,0,0,0,3,3.5,,0,Riyad,0.0,False,,,9.0,103025.jpg,5.4,Mahrez,6.1,False,,a,12,43,145,0,0,0,0,0.0,16.1,Mahrez,1945,9,8,11,22,0,0,0,0,0,0,15,505,606.0,693.6,893.0,219.1,62,21,27,21,29,15,23,14,3.0,,3.0,,2.0,,4.789999078158791,0.5322221197954212,1.5966663593862638,Manchester City,midfielder
255,,,103955,0,0,0,0,0,3,4.1,,0,Raheem,0.0,False,,,11.0,103955.jpg,5.0,Sterling,3.1,False,,a,12,43,154,0,0,0,0,0.0,14.0,Sterling,2534,10,9,14,23,0,0,1,4,0,0,10,458,663.4,584.1,1366.0,260.3,55,18,42,30,8,3,13,9,,,2.0,,6.0,,5.140887562050592,0.46735341473187203,1.5500359211569752,Manchester City,midfielder
256,,,121145,0,0,0,0,0,2,3.4,,0,João Pedro Cavaco,0.0,False,,,6.0,121145.jpg,4.9,Cancelo,7.7,False,,a,12,43,138,0,0,0,0,0.0,23.0,Cancelo,2298,2,4,14,21,0,0,0,5,1,0,18,610,569.8,673.0,394.0,163.7,84,30,30,7,88,6,54,5,,,,,,,4.867610164825097,0.8112683608041827,1.9871935284343683,Manchester City,defender
257,,,121160,0,0,0,0,0,1,4.5,,0,Ederson,0.0,False,,,6.0,121160.jpg,4.4,Santana de Moraes,10.2,False,,a,12,43,160,0,0,0,0,0.0,26.7,Ederson,3240,0,1,19,28,0,1,0,3,0,66,3,696,586.0,10.0,0.0,59.6,73,15,321,8,482,52,222,15,,,,,,,4.032338854071632,0.6720564756786054,1.6461954437457564,Manchester City,goalkeeper
258,,,126184,0,0,0,0,0,2,2.7,,0,Nathan,0.0,False,,,5.0,126184.jpg,2.9,Aké,0.3,False,,a,12,43,29,0,0,0,0,0.0,5.8,Aké,797,1,0,3,13,0,0,0,4,0,0,1,150,156.0,46.9,44.0,24.7,276,103,279,95,285,103,301,103,,,,,,,2.9106349866683168,0.5821269973336634,1.3016755375759101,Manchester City,defender
259,,,146941,0,0,0,0,0,2,3.0,,0,Aymeric,0.0,False,,,5.5,146941.jpg,3.6,Laporte,1.8,False,,a,12,43,58,0,0,0,0,0.0,10.5,Laporte,1343,0,0,7,10,0,0,0,1,0,0,4,286,233.4,78.0,85.0,39.6,233,86,254,77,248,81,271,93,,,,,,,4.040979814254524,0.7347236025917318,1.7230795823552525,Manchester City,defender
260,,,164484,0,0,0,0,0,1,2.3,,0,Zack,0.0,False,,,4.5,164484.jpg,2.0,Steffen,0.3,False,,a,12,43,2,0,0,0,0,0.0,0.4,Steffen,90,0,0,0,1,0,0,0,0,0,1,0,8,9.6,0.0,0.0,1.0,356,34,389,38,383,34,359,34,,,,,,,3.7506349866683166,0.8334744414818481,1.7680662885524552,Manchester City,goalkeeper
261,,,165809,0,0,0,0,0,3,2.9,,0,Bernardo Mota,0.0,False,,,7.0,165809.jpg,3.6,Veiga de Carvalho e Silva,2.1,False,,a,12,43,94,0,0,0,0,0.0,13.4,Bernardo,2063,2,7,11,18,0,0,0,5,0,0,9,413,399.6,476.2,463.0,134.1,165,66,59,42,68,39,77,45,5.0,,,,,,3.5971316513338243,0.5138759501905463,1.3595879689412003,Manchester City,midfielder
262,,,171314,0,0,0,0,0,2,3.4,,0,Rúben Santos,0.0,False,,,6.0,171314.jpg,4.4,Gato Alves Dias,27.4,False,,a,12,43,142,0,0,0,0,0.0,23.7,Dias,2843,1,1,17,21,1,0,0,4,0,0,12,656,651.6,91.0,218.0,96.3,56,18,239,66,153,31,136,31,,,,,,,4.24410413303825,0.7073506888397083,1.732648256863481,Manchester City,defender
263,,,205651,0,0,0,0,0,4,3.2,,0,Gabriel Fernando,0.0,False,,,8.5,205651.jpg,4.0,de Jesus,3.3,False,,a,12,43,115,0,0,0,0,0.0,13.5,Jesus,2056,9,5,11,17,0,0,0,2,0,0,16,453,501.0,467.5,931.0,190.0,119,17,61,6,23,14,39,13,,,,,,,3.939312995435984,0.46344858769835107,1.3511732103015393,Manchester City,forward
264,,,206325,0,0,0,0,0,2,3.0,,0,Oleksandr,0.0,False,,,5.5,206325.jpg,3.5,Zinchenko,1.9,False,,a,12,43,69,0,0,0,0,0.0,12.5,Zinchenko,1473,0,0,8,14,0,0,0,0,0,0,5,353,272.0,295.7,134.0,70.3,220,80,116,23,205,58,199,61,4.0,,5.0,,,,4.038316146088607,0.7342392992888377,1.721943790433038,Manchester City,defender
265,25.0,,209244,0,0,0,0,0,3,0.8,,0,Phil,0.0,False,Foot injury - 25% chance of playing,2021-08-07T06:30:07.030165Z,8.0,209244.jpg,4.8,Foden,6.5,False,,d,12,43,135,0,0,0,0,0.0,16.9,Foden,1607,9,8,6,16,0,0,0,0,0,0,17,479,580.8,545.8,734.0,186.0,77,26,45,33,41,21,41,25,2.0,,,,,,4.205424001424599,0.5256780001780749,1.4868419145859995,Manchester City,midfielder
266,,,220566,0,0,0,0,0,3,2.3,,0,Rodrigo,0.0,False,,,5.5,220566.jpg,2.7,Hernandez,0.4,False,,a,12,43,91,0,0,0,0,0.0,16.5,Rodrigo,2747,2,2,13,27,0,0,0,6,0,0,5,531,640.6,546.3,335.0,152.4,57,19,44,32,103,60,65,38,,,,,4.0,,3.471215543461445,0.6311300988111719,1.4801312809814196,Manchester City,midfielder
268,,,224444,0,0,0,0,0,3,2.9,,0,Ferran,0.0,False,,,7.0,224444.jpg,4.0,Torres,2.7,False,,a,12,43,95,0,0,0,0,0.0,13.6,Torres,1297,7,4,7,13,0,0,0,1,0,0,4,265,352.2,276.4,543.0,117.0,186,76,123,80,56,31,98,57,7.0,,,,,,3.670677647510348,0.5243825210729068,1.3873857426279985,Manchester City,midfielder
453,,,27789,0,0,0,0,0,3,1.9,,0,Fernando,0.0,False,,,5.0,27789.jpg,3.1,Luiz Rosa,0.3,False,,a,12,43,65,0,0,0,0,0.0,13.0,Fernandinho,1182,0,2,7,10,0,0,0,6,0,0,8,303,248.6,220.8,106.0,57.6,229,99,157,100,225,118,223,104,,,,,,,3.6603351141651297,0.7320670228330259,1.6369516271405367,Manchester City,midfielder
269,,,40720,0,0,0,0,0,4,3.2,,0,Edinson,0.0,False,,,8.5,40720.jpg,3.8,Cavani,14.6,False,,a,13,1,99,0,0,0,0,0.0,11.6,Cavani,1364,10,4,4,18,0,0,0,4,0,0,14,367,443.4,203.3,513.0,115.0,150,19,160,27,61,26,100,25,,,,,,,3.369494503041464,0.3964111180048781,1.155727079834144,Manchester Utd,forward
270,,,51940,0,0,0,0,0,1,3.0,,0,David,0.0,False,,,5.0,51940.jpg,3.5,de Gea,2.1,False,,a,13,1,91,0,0,0,0,0.0,18.2,de Gea,2295,0,0,9,32,0,0,0,0,0,59,4,416,464.2,0.0,0.0,46.4,142,18,433,46,429,43,251,18,,,,,,,3.43292683389538,0.686585366779076,1.5352515524746397,Manchester Utd,goalkeeper
271,,,62398,0,0,0,0,0,3,1.5,,0,Nemanja,0.0,False,,,4.5,62398.jpg,1.8,Matic,0.2,False,,a,13,1,36,0,0,0,0,0.0,8.0,Matic,1101,0,1,4,18,0,0,0,2,0,0,0,223,218.4,149.0,80.0,44.7,240,102,185,113,252,132,257,120,,,,,,,1.9529380408155368,0.4339862312923415,0.9206238212652244,Manchester Utd,midfielder
272,,,74208,0,0,0,0,0,3,3.0,,0,Paul,0.0,False,,,7.5,74208.jpg,3.5,Pogba,2.7,False,,a,13,1,92,0,0,0,0,0.0,12.3,Pogba,1892,3,6,5,26,0,0,0,3,0,0,11,355,451.4,376.0,401.0,122.5,147,57,86,59,85,49,90,53,,,3.0,,3.0,,3.198864295920029,0.42651523945600384,1.1680600888488537,Manchester Utd,midfielder
273,,,95658,0,0,0,0,0,2,3.0,,0,Harry,0.0,False,,,5.5,95658.jpg,3.6,Maguire,11.8,False,,a,13,1,124,0,0,0,0,0.0,22.5,Maguire,3047,2,2,13,36,0,0,0,11,0,0,8,632,701.4,133.6,428.0,126.3,43,9,196,47,78,3,87,16,,,,,,,3.321990266986972,0.6039982303612677,1.416501409295976,Manchester Utd,defender
274,,,101582,0,0,0,0,0,3,1.9,,0,Frederico,0.0,False,,,5.0,101582.jpg,2.3,Rodrigues de Paula Santos,0.2,False,,a,13,1,69,0,0,0,0,0.0,13.8,Fred,2389,1,0,12,25,0,0,0,5,0,0,1,404,482.6,395.6,200.0,108.0,133,48,78,53,160,89,111,65,,,5.0,,,,2.629385554627691,0.5258771109255382,1.1758969678407007,Manchester Utd,midfielder
275,,,106760,0,0,0,0,0,2,3.0,,0,Luke,0.0,False,,,5.5,106760.jpg,3.9,Shaw,51.6,False,,a,13,1,124,0,0,0,0,0.0,22.5,Shaw,2653,1,5,10,33,1,0,0,8,0,0,22,640,596.0,1085.9,243.0,192.8,65,22,7,3,140,24,37,3,1.0,,,,,,4.0429895541015695,0.735089009836649,1.7239365383054093,Manchester Utd,defender
276,,,109322,0,0,0,0,0,3,2.9,,0,Jesse,0.0,False,,,7.0,109322.jpg,6.6,Lingard,3.8,False,,a,13,1,106,0,0,0,0,0.0,15.1,Lingard,1423,9,5,4,19,0,0,1,3,0,0,15,332,487.0,288.2,530.0,130.4,130,47,120,77,57,32,81,48,,,,,,,4.943825230018926,0.7062607471455609,1.868590297713825,Manchester Utd,midfielder
277,,,141746,0,0,0,0,0,3,4.4,,0,Bruno Miguel,0.0,False,,,12.0,141746.jpg,6.6,Borges Fernandes,44.8,False,,a,13,1,244,0,0,0,0,0.0,20.3,Fernandes,3101,18,14,13,36,0,0,1,6,0,0,36,870,1292.6,1414.9,1253.0,396.2,2,1,1,1,11,4,1,1,2.0,,1.0,,1.0,,6.1448158598536695,0.5120679883211391,1.773855545403599,Manchester Utd,midfielder
278,,,148225,0,0,0,0,0,4,3.0,,0,Anthony,0.0,False,,,8.0,148225.jpg,3.4,Martial,1.1,False,,a,13,1,75,0,0,0,0,0.0,9.4,Martial,1477,4,7,4,23,0,0,0,0,1,0,3,238,297.6,265.4,709.0,126.8,202,25,132,21,46,21,86,21,,,,,4.0,,3.4180131123388584,0.4272516390423573,1.2084501249596717,Manchester Utd,forward
279,0.0,,152590,0,0,0,0,0,2,0.0,,0,Alex Nicolao,0.0,False,Ankle injury - Expected back 11 Sep,2021-07-27T23:00:11.558371Z,5.0,152590.jpg,2.8,Telles,0.1,False,,i,13,1,25,0,0,0,0,0.0,5.0,Telles,689,0,2,1,11,0,0,0,0,0,0,3,149,168.6,200.7,33.0,40.1,270,100,163,34,293,108,269,92,3.0,,,,,,3.674257356632312,0.7348514713264624,1.6431778432517077,Manchester Utd,defender
280,,,172649,0,0,0,0,0,1,3.0,,0,Dean,0.0,False,,,5.0,172649.jpg,3.4,Henderson,2.9,False,,a,13,1,44,0,0,0,0,0.0,8.8,Henderson,1125,0,0,4,12,0,0,0,3,0,40,1,218,275.4,0.0,0.0,27.5,213,20,445,51,442,48,299,20,,,,,,,3.481178582147128,0.6962357164294256,1.556830390299463,Manchester Utd,goalkeeper
281,25.0,,176297,0,0,0,0,0,3,0.9,,0,Marcus,0.0,False,Shoulder injury - 25% chance of playing,2021-07-14T09:00:06.779697Z,9.5,176297.jpg,4.7,Rashford,0.7,False,,d,13,1,174,0,0,0,0,0.0,18.3,Rashford,2917,11,11,12,39,0,0,0,4,0,0,9,535,793.2,682.1,1127.0,260.3,21,8,29,23,14,5,12,8,,,2.0,,2.0,,4.105094007031323,0.43211515863487615,1.3318683673919955,Manchester Utd,midfielder
282,,,180184,0,0,0,0,0,3,2.6,,0,Donny,0.0,False,,,6.0,180184.jpg,1.7,van de Beek,0.2,False,,a,13,1,32,0,0,0,0,0.0,5.3,van de Beek,511,1,2,0,12,0,0,0,1,0,0,0,133,117.0,58.4,70.0,24.5,293,130,272,145,262,137,302,141,,,,,,,1.7659970877768627,0.29433284796281045,0.7209652920490648,Manchester Utd,midfielder
283,,,180804,0,0,0,0,0,2,2.2,,0,Axel,0.0,False,,,4.5,180804.jpg,0.8,Tuanzebe,0.2,False,,a,13,1,7,0,0,0,0,0.0,1.6,Tuanzebe,402,0,0,0,8,1,0,0,2,0,0,0,59,95.0,6.0,0.0,10.0,312,117,327,120,386,145,332,121,,,,,,,2.117542218510765,0.47056493744683664,0.9982189747718452,Manchester Utd,defender
284,,,184667,0,0,0,0,0,2,2.7,,0,Victor,0.0,False,,,5.0,184667.jpg,3.5,Lindelöf,0.6,False,,a,13,1,102,0,0,0,0,0.0,20.4,Lindelöf,2585,1,1,10,30,0,0,0,0,0,0,3,527,503.0,102.6,56.0,66.4,116,42,221,59,278,97,210,67,,,,,,,3.378803728639679,0.6757607457279358,1.511046963973615,Manchester Utd,defender
285,,,195851,0,0,0,0,0,3,2.3,,0,Scott,0.0,False,,,5.5,195851.jpg,2.8,McTominay,0.6,False,,a,13,1,91,0,0,0,0,0.0,16.5,McTominay,2124,4,2,9,25,0,0,0,3,0,0,4,413,523.2,270.5,314.0,110.9,105,40,128,84,108,63,107,62,,,,,,,2.506065537628116,0.4556482795687483,1.0685899357128446,Manchester Utd,midfielder
286,,,197365,0,0,0,0,0,2,2.7,,0,Eric,0.0,False,,,5.0,197365.jpg,2.6,Bailly,0.2,False,,a,13,1,31,0,0,0,0,0.0,6.2,Bailly,915,0,0,3,17,0,0,0,3,0,0,6,178,175.6,8.3,26.0,21.1,265,97,324,119,301,113,308,106,,,,,,,2.9614131862527,0.59228263725054,1.3243842387850566,Manchester Utd,defender
287,,,200617,0,0,0,0,0,3,2.6,,0,Daniel,0.0,False,,,6.0,200617.jpg,2.9,James,0.2,False,,a,13,1,43,0,0,0,0,0.0,7.2,James,907,3,1,4,7,0,0,0,3,0,0,1,145,186.0,145.7,285.0,61.5,257,113,187,114,125,75,220,103,,,,,,,2.8160377452996688,0.46933962421661146,1.1496425954003011,Manchester Utd,midfielder
288,,,214590,0,0,0,0,0,2,3.0,,0,Aaron,0.0,False,,,5.5,214590.jpg,4.2,Wan-Bissaka,11.1,False,,a,13,1,144,0,0,0,0,0.0,26.2,Wan-Bissaka,3060,2,5,13,36,0,0,0,3,0,0,11,729,785.4,498.2,159.0,144.1,23,5,53,11,185,48,73,10,,,,,,,3.693320303225314,0.6715127824046025,1.5748370687567146,Manchester Utd,defender
289,,,220688,0,0,0,0,0,3,3.0,,0,Mason,0.0,False,,,7.5,220688.jpg,3.4,Greenwood,4.2,False,,a,13,1,106,0,0,0,0,0.0,14.1,Greenwood,1813,7,2,7,23,0,0,0,2,0,0,9,318,370.8,278.7,881.0,152.7,175,70,122,79,30,16,64,37,5.0,,,,,,3.599226480302663,0.47989686404035503,1.3142516885544613,Manchester Utd,midfielder
290,,,232937,0,0,0,0,0,2,1.5,,0,Brandon,0.0,False,,,4.0,232937.jpg,1.2,Williams,3.4,False,,a,13,1,5,0,0,0,0,0.0,1.2,Williams,187,0,0,0,3,0,0,0,0,0,0,0,26,26.6,19.4,19.0,6.5,344,123,304,110,305,115,342,122,,,,,,,2.6615422185107644,0.6653855546276911,1.3307711092553822,Manchester Utd,defender
459,,,43670,0,0,0,0,0,3,1.9,,0,Juan,0.0,False,,,5.0,43670.jpg,3.6,Mata,0.1,False,,a,13,1,32,0,0,0,0,0.0,6.4,Mata,507,1,3,1,6,0,0,0,0,0,0,3,126,108.4,132.8,86.0,32.7,301,133,197,121,245,128,289,134,,,,,,,3.3368648363956472,0.6673729672791294,1.4922913211818762,Manchester Utd,midfielder
485,,,209243,0,0,0,0,0,3,3.6,,0,Jadon,0.0,False,,,9.5,209243.jpg,0.0,Sancho,12.2,False,,a,13,1,0,0,0,0,0,0.0,0.0,Sancho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,492,206,492,206,492,206,492,206,,,,,,,,,,Manchester Utd,midfielder
291,,,50232,0,0,0,0,0,3,0.8,,0,Jonjo,0.0,False,,,5.5,50232.jpg,2.5,Shelvey,0.2,False,,a,14,4,74,0,0,0,0,0.0,13.5,Shelvey,2616,1,3,6,46,0,0,0,7,0,0,2,377,474.2,522.1,299.0,129.6,137,52,52,38,116,69,83,49,3.0,,1.0,,,,2.8398769166885027,0.5163412575797278,1.2109275859995021,Newcastle Utd,midfielder
292,,,56983,0,0,0,0,0,2,1.2,,0,Matt,0.0,False,,,5.0,56983.jpg,2.9,Ritchie,0.3,False,,a,14,4,52,0,0,0,0,0.0,10.4,Ritchie,1347,0,5,3,22,1,0,0,2,0,0,5,226,225.8,411.9,101.0,73.8,236,89,75,16,232,73,191,57,1.0,,5.0,,3.0,,2.715117811003983,0.5430235622007966,1.2142375984650664,Newcastle Utd,defender
293,,,58845,0,0,0,0,0,2,0.7,,0,Ciaran,0.0,False,,,4.5,58845.jpg,2.1,Clark,0.2,False,,a,14,4,46,0,0,0,0,0.0,10.2,Clark,1890,1,0,3,35,1,0,0,3,0,0,2,291,402.6,29.8,105.0,53.9,164,61,294,104,227,70,235,76,,,,,,,2.339969294608146,0.519993176579588,1.1030721039904814,Newcastle Utd,defender
294,,,59735,0,0,0,0,0,1,0.8,,0,Karl,0.0,False,,,4.5,59735.jpg,3.2,Darlow,1.4,False,,a,14,4,80,0,0,0,0,0.0,17.8,Darlow,2250,0,0,4,43,0,1,0,3,0,88,6,450,682.4,0.0,0.0,68.3,52,14,371,31,365,27,204,14,,,,,,,3.525838859825537,0.783519746627897,1.6620963781024547,Newcastle Utd,goalkeeper
295,25.0,,67089,0,0,0,0,0,1,0.2,,0,Martin,0.0,False,Foot injury - 25% chance of playing,2021-07-15T09:00:08.398405Z,4.5,67089.jpg,3.7,Dubravka,0.5,False,,d,14,4,48,0,0,0,0,0.0,10.7,Dubravka,1170,0,0,3,19,0,0,0,0,0,45,6,255,346.8,0.0,0.0,34.6,190,19,374,33,368,29,285,19,,,,,,,3.7408388598255375,0.8312975244056751,1.7634483500725269,Newcastle Utd,goalkeeper
296,,,75115,0,0,0,0,0,4,1.3,,0,Callum,0.0,False,,,7.5,75115.jpg,5.2,Wilson,5.7,False,,a,14,4,134,0,0,0,0,0.0,17.9,Wilson,2081,12,6,5,37,0,0,0,2,0,0,22,409,557.4,230.4,761.0,154.7,88,12,153,26,38,19,62,19,,,,,1.0,,4.753975756576235,0.6338634342101647,1.7359065064729948,Newcastle Utd,forward
297,,,83314,0,0,0,0,0,3,0.4,,0,Jeff,0.0,False,,,5.0,83314.jpg,2.4,Hendrick,0.1,False,,a,14,4,52,0,0,0,0,0.0,10.4,Hendrick,1418,2,1,3,24,0,0,0,1,1,0,3,177,211.4,99.0,95.0,40.3,243,105,226,133,238,124,268,122,,,,,,,2.2893543175913185,0.45787086351826367,1.0238303757433662,Newcastle Utd,midfielder
298,,,90105,0,0,0,0,0,3,0.8,,0,Ryan,0.0,False,,,5.5,90105.jpg,2.2,Fraser,0.2,False,,a,14,4,39,0,0,0,0,0.0,7.1,Fraser,922,0,4,4,18,0,0,0,0,1,0,0,154,142.8,395.0,165.0,70.1,284,122,79,54,179,97,201,96,2.0,,,,,,2.3221068321117886,0.4222012422021434,0.9901496801209811,Newcastle Utd,midfielder
299,,,101148,0,0,0,0,0,2,0.7,,0,Jamaal,0.0,False,,,4.5,101148.jpg,2.3,Lascelles,0.5,False,,a,14,4,44,0,0,0,0,0.0,9.8,Lascelles,1625,2,0,2,32,0,0,0,4,0,0,3,229,345.2,38.1,161.0,54.7,191,71,284,99,184,47,230,73,,,,,,,2.5340206780073555,0.5631157062238568,1.1945488033906226,Newcastle Utd,defender
300,,,104547,0,0,0,0,0,4,0.5,,0,Dwight,0.0,False,,,5.5,104547.jpg,1.7,Gayle,0.2,False,,a,14,4,31,0,0,0,0,0.0,5.6,Gayle,501,1,1,0,9,0,0,0,0,0,0,3,79,79.6,89.4,263.0,42.4,319,37,241,36,134,35,261,36,,,,,,,1.879380146141508,0.34170548111663784,0.8013703869237627,Newcastle Utd,forward
301,50.0,,106618,0,0,0,0,0,2,0.3,,0,Paul,0.0,False,Calf injury - 50% chance of playing,2021-08-06T06:30:03.773119Z,4.5,106618.jpg,2.7,Dummett,0.1,False,,d,14,4,40,0,0,0,0,0.0,8.9,Dummett,1254,1,0,3,20,0,0,0,2,0,0,2,204,274.4,68.1,45.0,38.8,215,78,265,84,284,102,273,95,,,,,,,2.673588859825537,0.5941308577390082,1.260341875258298,Newcastle Utd,defender
302,,,109528,0,0,0,0,0,2,0.0,,0,Javier,0.0,False,,,4.0,109528.jpg,2.2,Manquillo,13.6,False,,a,14,4,28,0,0,0,0,0.0,7.0,Manquillo,822,0,0,3,15,0,0,0,1,0,0,0,136,109.8,93.5,18.0,22.2,300,110,235,64,306,116,306,105,,,,,,,2.270124574111252,0.567531143527813,1.135062287055626,Newcastle Utd,defender
303,,,111773,0,0,0,0,0,2,0.7,,0,Emil,0.0,False,,,4.5,111773.jpg,2.8,Krafth,0.1,False,,a,14,4,45,0,0,0,0,0.0,10.0,Krafth,1286,1,1,5,27,0,0,0,4,0,0,0,222,240.4,87.7,88.0,41.6,231,85,244,69,241,78,265,89,,,,,,,2.158704175970412,0.479712039104536,1.017622907602931,Newcastle Utd,defender
304,,,114243,0,0,0,0,0,3,0.4,,0,Jacob,0.0,False,,,5.0,114243.jpg,2.7,Murphy,0.1,False,,a,14,4,69,0,0,0,0,0.0,13.8,Murphy,1617,2,3,3,33,0,0,0,3,0,0,7,252,363.4,280.8,289.0,93.2,180,73,121,78,122,72,142,79,,,3.0,,,,2.6876264216582824,0.5375252843316565,1.2019430753904865,Newcastle Utd,midfielder
305,,,119471,0,0,0,0,0,2,0.7,,0,Fabian,0.0,False,,,4.5,119471.jpg,1.7,Schär,0.3,False,,a,14,4,30,0,0,0,0,0.0,6.7,Schär,1255,1,0,2,21,0,0,0,4,1,0,1,160,251.0,9.0,116.0,37.6,227,82,322,118,215,64,278,98,,,2.0,,,,2.253305526492204,0.500734561442712,1.0622184119118407,Newcastle Utd,defender
306,,,153127,0,0,0,0,0,3,0.0,,0,Isaac,0.0,False,,,4.5,153127.jpg,1.7,Hayden,0.2,False,,a,14,4,40,0,0,0,0,0.0,8.9,Hayden,1942,0,0,4,33,0,0,0,8,0,0,0,211,278.0,117.7,155.0,55.3,211,89,207,127,189,101,226,106,,,,,,,1.9287097149563843,0.4286021588791965,0.9092024789240216,Newcastle Utd,midfielder
307,,,170137,0,0,0,0,0,4,1.0,,0,Allan,0.0,False,,,6.5,170137.jpg,3.4,Saint-Maximin,4.6,False,,a,14,4,85,0,0,0,0,0.0,13.1,Saint-Maximin,1554,3,5,7,26,0,0,0,0,0,0,5,278,376.0,394.2,418.0,118.9,173,22,80,10,80,31,94,23,,,,,,,3.2316696597077663,0.4971799476473487,1.2675651274104351,Newcastle Utd,forward
308,,,179018,0,0,0,0,0,3,0.8,,0,Miguel,0.0,False,,,5.5,179018.jpg,2.9,Almirón,0.5,False,,a,14,4,97,0,0,0,0,0.0,17.6,Almirón,2426,4,2,5,48,0,0,0,3,0,0,8,367,452.6,447.3,425.0,132.6,146,56,65,47,79,46,78,46,5.0,,6.0,,,,2.9902441314284465,0.5436807511688084,1.2750443817974098,Newcastle Utd,midfielder
309,,,180135,0,0,0,0,0,3,0.0,,0,Sean,0.0,False,,,4.5,180135.jpg,1.9,Longstaff,0.3,False,,a,14,4,41,0,0,0,0,0.0,9.1,S.Longstaff,1405,0,1,2,26,0,0,0,2,0,0,1,168,179.2,182.8,148.0,50.8,261,115,171,106,197,106,243,115,4.0,,4.0,,,,2.4228010436182896,0.5384002319151755,1.1421193649388912,Newcastle Utd,midfielder
310,,,180974,0,0,0,0,0,4,0.8,,0,Joelinton Cássio,0.0,False,,,6.0,180974.jpg,2.4,Apolinário de Lira,0.7,False,,a,14,4,74,0,0,0,0,0.0,12.3,Joelinton,1979,4,2,3,36,0,0,0,3,0,0,5,258,357.0,250.1,612.0,122.2,185,23,138,22,53,23,91,22,,,,,2.0,,2.7166086307301778,0.4527681051216963,1.1090508293549708,Newcastle Utd,forward
