,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,team_name,name,season
41,True,True,,,215711,0,0,0,0,0,0,3,2.0,,0,Leon,0.0,44,False,,,55,215711.jpg,1.6,False,Bailey,0.1,False,,a,2,7,21,0,0,0,0,0.0,3.8,Bailey,,107.0,2021-08-04,1997-08-09,False,p215711,450,0,2,0,9,0,0,0,1,0,0,0,69,71.2,160.4,69.0,30.1,7,31,10,48,3,0.50,1.46,1.96,7.03,,,,,,,[],,319,145,192,125,263,139,288,139,0.1,0.0,0.29,0.39,1.41,1.8,140,87,398,138,325,143,402,155,0.6,0.0,9.6,Aston Villa,Leon Bailey,25-26
42,True,True,,,122806,0,0,0,0,0,0,3,2.0,,0,John,0.0,45,False,,,55,122806.jpg,3.4,False,McGinn,3.2,False,,a,2,7,103,0,0,0,0,0.0,18.7,McGinn,,243.0,2018-08-08,1994-10-18,False,p122806,2136,5,4,8,28,0,0,0,5,0,0,6,443,459.8,605.3,309.0,137.3,32,89,29,150,28,3.00,4.11,7.11,33.08,2.0,,,,,,[],,127,46,33,32,96,61,68,43,0.13,0.0,0.17,0.3,1.39,1.18,117,76,375,127,114,44,95,32,1.18,0.34,6.32,Aston Villa,John McGinn,25-26
43,True,True,,,88894,0,0,0,0,0,0,3,1.5,,0,Ross,0.0,46,False,,,50,88894.jpg,2.7,False,Barkley,0.2,False,,a,2,7,56,0,0,0,0,0.0,11.2,Barkley,,241.0,2024-07-01,1993-12-05,False,p88894,844,3,2,1,15,0,0,0,1,0,0,5,221,227.8,162.3,191.0,58.1,15,45,14,74,7,1.58,1.26,2.84,13.20,,,,,,,[],,234,104,187,123,161,86,226,115,0.17,0.0,0.13,0.3,1.41,1.6,227,140,204,28,204,78,368,131,0.75,0.11,7.89,Aston Villa,Ross Barkley,25-26
44,True,True,100.0,,226944,0,0,0,0,0,0,3,1.5,,0,Boubacar,0.0,47,False,,2026-07-23T12:01:23.337269Z,50,226944.jpg,3.4,False,Kamara,0.2,False,,a,2,7,61,0,0,0,0,0.0,12.2,Kamara,,73.0,2022-06-11,1999-11-23,False,p226944,1410,1,3,5,15,0,0,0,5,0,0,7,282,325.0,241.3,75.0,64.2,46,65,38,149,17,0.53,0.84,1.36,20.80,,,,,,,[],,190,81,141,97,253,135,212,108,0.03,0.0,0.05,0.08,1.33,0.96,279,166,256,54,111,43,336,117,1.09,0.32,9.51,Aston Villa,Boubacar Kamara,25-26
45,True,True,0.0,,449871,0,0,0,0,0,0,3,0.0,,0,Amadou,0.0,48,False,Knee injury - Unknown return date,2026-07-23T12:01:23.352497Z,50,449871.jpg,3.0,False,Onana,0.0,False,,i,2,7,76,0,0,0,0,0.0,15.2,Onana,,21.0,2024-07-22,2001-08-16,False,p449871,1755,2,0,6,26,0,0,0,3,0,0,4,353,413.2,152.6,178.0,74.4,99,72,48,219,21,1.68,0.69,2.37,28.53,,,,,,,[],,148,56,203,130,175,94,185,93,0.09,0.0,0.04,0.13,1.46,1.33,305,180,282,68,170,64,541,224,1.08,0.31,11.23,Aston Villa,Amadou Onana,25-26
46,True,False,0.0,,469247,0,0,0,0,0,0,3,0.0,,0,Samuel,0.0,49,False,Has joined Bolton Wanderers on loan for the rest of the season,2026-08-17T13:52:28.532616Z,50,469247.jpg,0.0,False,Iling-Junior,0.0,False,,u,2,7,0,0,0,0,0,0.0,0.0,Iling Jr,,241.0,2024-07-01,2003-10-04,False,p469247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,528,219,527,219,523,218,528,219,0.0,0.0,0.0,0.0,0.0,0.0,317,185,294,73,528,219,562,241,0.0,0.0,0.0,Aston Villa,Samuel Iling-Junior,25-26
47,True,True,,,645618,0,0,0,0,0,0,3,1.0,,0,Bradley,0.0,50,False,,,45,645618.jpg,1.0,False,Burrowes,0.7,False,,a,2,7,1,0,0,0,0,0.0,0.2,Burrowes,,241.0,2025-01-09,2008-03-04,False,p645618,16,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,1,0,1,0,0.00,0.00,0.00,0.90,,,,,,,[],,498,199,375,187,484,197,498,199,0.0,0.0,0.0,0.0,5.06,5.62,519,258,197,23,375,171,221,72,0.0,0.0,5.62,Aston Villa,Bradley Burrowes,25-26
48,True,True,,,577285,0,0,0,0,0,0,3,1.0,,0,George,0.0,51,False,,,45,577285.jpg,1.0,False,Hemmings,0.4,False,,a,2,7,2,0,0,0,0,0.0,0.4,George Hemmings,,241.0,2025-08-05,2007-03-04,False,p577285,25,0,0,0,0,0,0,0,0,0,0,0,5,0.0,1.7,2.0,0.3,0,1,0,1,0,0.04,0.01,0.05,0.61,,,,,,,[],,491,197,369,185,353,179,392,184,0.14,0.0,0.04,0.18,2.2,0.0,506,254,184,19,371,169,282,91,0.0,0.0,3.6,Aston Villa,George Hemmings,25-26
49,True,True,,,653481,0,0,0,0,0,0,3,1.5,,0,Alysson Edward Franco,0.0,52,False,,,50,653481.jpg,1.0,False,da Rocha dos Santos,0.0,False,,a,2,7,3,0,0,0,0,0.0,0.6,Alysson,Alysson Edward,30.0,2026-01-01,2006-05-05,False,p653481,47,0,0,0,2,0,0,0,0,0,0,0,11,3.2,3.5,10.0,1.5,1,3,0,4,0,0.05,0.05,0.10,1.87,,,,,,,[],,384,179,358,177,329,168,380,179,0.1,0.0,0.1,0.2,3.58,3.83,387,232,364,120,385,181,509,213,0.0,0.0,7.66,Aston Villa,Alysson Edward Franco da Rocha dos Santos,25-26
50,True,True,0.0,,614071,0,0,0,0,0,0,3,0.0,,0,Johan,0.0,53,False,Knee injury - Unknown return date,2026-08-15T15:30:06.388335Z,60,614071.jpg,0.0,False,Manzambi,1.1,False,,i,2,7,0,0,0,0,0,0.0,0.0,Manzambi,,207.0,2026-07-17,2005-10-14,False,p614071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,585,256,585,256,585,256,585,256,0.0,0.0,0.0,0.0,0.0,0.0,110,72,535,221,585,256,187,64,0.0,0.0,0.0,Aston Villa,Johan Manzambi,25-26
51,True,True,0.0,,448089,0,0,0,0,0,0,3,0.0,,0,Joao,0.0,54,False,Calf injury - Unknown return date,2026-08-15T16:00:07.546807Z,55,448089.jpg,3.0,False,Gomes,0.2,False,,i,2,7,85,0,0,0,0,0.0,15.5,Gomes,João Gomes,30.0,2026-07-20,2001-02-12,False,p448089,2207,1,1,4,41,0,0,0,9,0,0,4,421,486.6,353.4,176.0,102.0,87,193,107,387,25,1.15,1.34,2.49,48.60,,,,,,,[],,117,41,96,70,177,96,125,71,0.05,0.0,0.05,0.1,1.98,1.67,167,105,425,156,173,66,342,120,1.02,0.16,15.78,Aston Villa,Joao Gomes,25-26
52,True,True,,,178301,0,0,0,0,0,0,4,2.5,,0,Ollie,0.0,55,False,,,80,178301.jpg,4.5,False,Watkins,12.5,False,,a,2,7,167,0,0,0,0,0.0,20.9,Watkins,,241.0,2020-09-09,1995-12-30,False,p178301,2833,16,4,9,38,0,0,0,4,0,0,26,623,720.2,330.9,1206.0,225.2,23,49,22,94,33,15.40,1.18,16.58,43.39,,,,,2.0,,[],,42,4,107,5,2,2,11,3,0.49,0.0,0.04,0.53,1.38,1.21,7,3,579,67,29,5,30,7,1.05,0.29,2.99,Aston Villa,Ollie Watkins,25-26
53,True,True,75.0,,173879,0,0,0,0,0,0,4,1.3,,0,Tammy,0.0,56,False,Knock - 75% chance of playing,2026-08-15T16:00:07.558543Z,55,173879.jpg,1.9,False,Abraham,0.2,False,,d,2,7,23,0,0,0,0,0.0,4.2,Abraham,,241.0,2026-01-27,1997-10-02,False,p173879,278,2,0,0,8,0,0,0,0,0,0,2,93,87.2,49.2,136.0,27.1,3,6,4,13,2,2.05,0.36,2.41,5.12,,,,,,,[],,311,34,286,34,200,36,297,35,0.66,0.0,0.12,0.78,1.66,2.59,122,31,380,27,292,29,341,58,0.65,0.0,4.21,Aston Villa,Tammy Abraham,25-26
54,True,True,,,493105,0,0,0,0,0,0,3,2.1,,0,Alejandro,0.0,160,False,,,60,493105.jpg,2.3,False,Garnacho Ferreyra,0.7,False,,a,2,7,56,0,0,0,0,0.0,9.3,Garnacho,,10.0,2026-07-23,2004-07-01,False,p493105,1261,1,4,4,20,0,0,0,2,0,0,3,222,211.4,405.3,399.0,100.5,10,45,16,71,14,3.44,3.68,7.12,20.52,,,,,,,[],,243,109,73,55,66,39,127,73,0.25,0.0,0.26,0.51,1.46,1.43,95,60,520,209,260,108,219,71,1.0,0.29,5.07,Aston Villa,Alejandro Garnacho Ferreyra,25-26
55,True,True,0.0,,690838,0,0,0,0,0,0,4,0.0,,0,Brian,0.0,582,False,Unspecified injury - Unknown return date,2026-08-15T16:00:07.974271Z,55,690838.jpg,0.0,False,Madjo,1.1,False,,i,2,7,0,0,0,0,0,0.0,0.0,Madjo,,241.0,2026-01-12,2009-01-12,False,p690838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,580,67,580,67,579,67,580,67,0.0,0.0,0.0,0.0,0.0,0.0,222,47,480,43,580,67,188,31,0.0,0.0,0.0,Aston Villa,Brian Madjo,25-26
56,True,True,,,457569,0,0,0,0,0,0,1,1.9,,0,Đorđe,0.0,57,False,,,45,457569.jpg,3.3,False,Petrović,3.6,False,,a,3,91,124,0,0,0,0,0.0,27.6,Petrović,,190.0,2025-07-16,1999-10-08,False,p457569,3420,0,0,11,54,1,0,0,3,0,109,5,512,822.6,0.0,0.0,82.4,62,285,0,0,38,0.00,0.00,0.00,56.72,,,,,,,[],,26,7,461,48,447,41,167,8,0.0,2.87,0.0,0.0,1.49,1.42,459,37,137,37,126,16,88,14,1.0,0.29,0.0,Bournemouth,Đorđe Petrović,25-26
57,True,True,,,40383,0,0,0,0,0,0,1,1.0,,0,Fraser,0.0,58,False,,,40,40383.jpg,0.0,False,Forster,3.2,False,,a,3,91,0,0,0,0,0,0.0,0.0,Forster,,241.0,2026-01-02,1988-03-17,False,p40383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,396,33,379,15,360,6,398,33,0.0,0.0,0.0,0.0,0.0,0.0,523,48,2,2,402,33,93,16,0.0,0.0,0.0,Bournemouth,Fraser Forster,25-26
58,True,True,,,444172,0,0,0,0,0,0,1,1.0,,0,Will,0.0,59,False,,,40,444172.jpg,0.0,False,Dennis,0.2,False,,a,3,91,0,0,0,0,0,0.0,0.0,Dennis,,241.0,2019-08-01,2000-07-10,False,p444172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,423,43,408,27,389,18,425,43,0.0,0.0,0.0,0.0,0.0,0.0,556,60,35,14,429,43,365,40,0.0,0.0,0.0,Bournemouth,Will Dennis,25-26
59,True,True,,,463981,0,0,0,0,0,0,2,2.5,,0,James,0.0,60,False,,,55,463981.jpg,3.8,False,Hill,1.1,False,,a,3,91,110,0,0,0,0,0.0,20.0,Hill,,241.0,2022-01-05,2002-01-10,False,p463981,2102,0,3,8,24,2,0,0,5,0,0,4,386,579.4,161.7,119.0,86.3,221,74,39,260,22,0.89,1.16,2.04,33.42,,,,,,,[],,83,35,189,48,218,63,157,53,0.04,0.0,0.05,0.09,1.43,1.03,174,24,432,174,73,28,190,67,0.94,0.34,11.13,Bournemouth,James Hill,25-26
60,True,True,,,494521,0,0,0,0,0,0,2,2.5,,0,Adrien,0.0,61,False,,,55,494521.jpg,4.3,False,Truffert,4.9,False,,a,3,91,165,0,0,0,0,0.0,30.0,Truffert,,73.0,2025-06-16,2001-11-20,False,p494521,3378,1,6,11,51,0,0,0,5,0,0,19,607,857.0,574.2,194.0,162.6,199,188,102,301,38,1.35,3.07,4.42,54.42,,,,,,,[],,19,7,37,2,160,43,43,7,0.04,0.0,0.08,0.12,1.45,1.36,190,28,448,178,39,15,72,27,1.01,0.29,8.02,Bournemouth,Adrien Truffert,25-26
61,True,True,,,242882,0,0,0,0,0,0,2,2.2,,0,Bafodé,0.0,62,False,,,50,242882.jpg,2.6,False,Diakité,0.2,False,,a,3,91,46,0,0,0,0,0.0,9.2,Diakité,,73.0,2025-08-13,2001-01-06,False,p242882,1275,0,0,4,27,0,0,0,1,0,0,2,164,267.0,54.3,22.0,34.4,97,48,20,117,15,0.02,0.19,0.21,22.47,,,,,,,[],,217,83,280,95,308,107,279,91,0.0,0.0,0.01,0.01,1.59,1.91,289,52,266,134,224,91,364,137,1.06,0.28,8.26,Bournemouth,Bafodé Diakité,25-26
62,True,True,0.0,,620487,0,0,0,0,0,0,2,0.0,,0,Veljko,0.0,63,False,Unspecified injury - Unknown return date,2026-08-06T10:00:10.456051Z,50,620487.jpg,2.7,False,Milosavljevic,0.0,False,,i,3,91,19,0,0,0,0,0.0,3.8,Milosavljević,,190.0,2025-09-01,2007-06-28,False,p620487,367,0,0,1,6,0,0,0,0,0,0,0,63,98.4,13.9,10.0,12.2,34,13,5,39,4,0.15,0.19,0.34,4.42,,,,,,,[],,306,111,331,117,328,118,330,114,0.04,0.0,0.05,0.09,1.08,1.47,382,77,359,159,207,85,527,177,0.98,0.25,9.56,Bournemouth,Veljko Milosavljevic,25-26
63,True,True,,,54469,0,0,0,0,0,0,2,1.7,,0,Adam,0.0,64,False,,,45,54469.jpg,2.6,False,Smith,0.1,False,,a,3,91,58,0,0,0,0,0.0,12.9,Smith,,241.0,2014-01-28,1991-04-29,False,p54469,1073,0,2,6,16,0,0,0,3,0,0,4,185,176.2,76.6,18.0,27.1,55,29,15,70,14,0.00,0.23,0.23,18.18,,,,,,,[],,259,97,260,87,314,112,296,100,0.0,0.0,0.02,0.02,1.52,1.34,392,79,70,50,217,86,434,148,1.17,0.5,5.87,Bournemouth,Adam Smith,25-26
64,True,True,0.0,,436893,0,0,0,0,0,0,2,0.0,,0,Julián,0.0,65,False,Thigh injury - Unknown return date,2026-08-09T08:00:05.645826Z,45,436893.jpg,0.0,False,Araujo Zúñiga,0.1,False,,i,3,91,0,0,0,0,0,0.0,0.0,J.Araujo,,139.0,2024-08-13,2001-08-13,False,p436893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.afcb.co.uk/news/2026/august/06/araujo-undergoes-successful-surgery/,467,176,459,176,444,175,469,176,0.0,0.0,0.0,0.0,0.0,0.0,454,119,132,90,472,176,495,168,0.0,0.0,0.0,Bournemouth,Julián Araujo Zúñiga,25-26
65,True,True,75.0,,575901,0,0,0,0,0,0,2,0.8,,0,Julio,0.0,66,False,Hamstring injury - 75% chance of playing,2026-08-15T16:30:07.021055Z,40,575901.jpg,1.0,False,Soler Barreto,0.5,False,,d,3,91,3,0,0,0,0,0.0,0.8,Soler,,10.0,2025-01-07,2005-02-16,False,p575901,34,0,0,0,2,0,0,0,0,0,0,0,2,1.8,2.5,2.0,0.6,0,4,1,1,0,0.00,0.00,0.00,1.62,,,,,,,[],,388,132,362,127,347,125,387,131,0.0,0.0,0.0,0.0,4.29,5.29,579,184,58,39,360,125,266,99,0.0,0.0,2.65,Bournemouth,Julio Soler Barreto,25-26
66,True,True,,,499604,0,0,0,0,0,0,3,2.3,,0,Rayan Vitor,0.0,67,False,,,65,499604.jpg,4.5,False,Simplício Rocha,3.1,False,,a,3,91,67,0,0,0,0,0.0,10.3,Rayan,Rayan,30.0,2026-01-27,2006-08-03,False,p499604,1110,5,2,6,10,0,0,0,1,0,0,3,238,277.6,211.9,263.0,75.3,28,43,11,82,13,2.67,1.84,4.51,19.14,,,,,,,[],,213,94,157,105,112,65,182,90,0.22,0.0,0.15,0.37,1.55,0.81,50,35,555,237,27,12,97,33,1.05,0.49,6.65,Bournemouth,Rayan Vitor Simplício Rocha,25-26
67,True,True,,,201658,0,0,0,0,0,0,3,2.1,,0,Marcus,0.0,68,False,,,60,201658.jpg,4.0,False,Tavernier,1.8,False,,a,3,91,137,0,0,0,0,0.0,22.8,Tavernier,,241.0,2022-08-01,1999-03-22,False,p201658,2732,7,4,11,44,0,0,0,6,0,0,14,552,656.8,816.6,605.0,207.9,62,150,39,251,31,9.06,4.60,13.66,41.06,1.0,,1.0,,3.0,,[],,60,17,15,14,30,16,19,15,0.3,0.0,0.15,0.45,1.35,1.45,66,44,491,193,57,24,142,43,1.02,0.36,8.27,Bournemouth,Marcus Tavernier,25-26
68,True,True,,,503139,0,0,0,0,0,0,3,2.1,,0,Alex,0.0,69,False,,,60,503139.jpg,3.7,False,Scott,1.6,False,,a,3,91,136,0,0,0,0,0.0,22.7,Scott,,241.0,2023-08-10,2003-08-21,False,p503139,2848,3,2,11,41,0,0,0,5,0,0,9,603,597.2,482.0,314.0,139.0,133,193,60,386,34,3.80,2.94,6.74,47.02,2.0,,4.0,,,,[],,77,25,53,46,91,57,63,41,0.12,0.0,0.09,0.21,1.49,1.3,98,63,523,212,81,35,158,48,1.07,0.35,12.2,Bournemouth,Alex Scott,25-26
69,True,True,,,222683,0,0,0,0,0,0,3,2.1,,0,Justin,0.0,70,False,,,60,222683.jpg,2.0,False,Kluivert,1.1,False,,a,3,91,41,0,0,0,0,0.0,6.8,Kluivert,,152.0,2023-07-01,1999-05-05,False,p222683,945,2,0,4,19,0,0,0,5,0,0,3,147,148.0,305.1,135.0,58.8,9,46,10,65,10,2.31,1.55,3.86,17.96,3.0,,2.0,,2.0,,[],,276,127,124,86,202,112,224,114,0.22,0.0,0.15,0.37,1.71,1.81,74,47,499,196,290,124,182,62,0.95,0.38,6.19,Bournemouth,Justin Kluivert,25-26
70,True,True,,,155408,0,0,0,0,0,0,3,1.5,,0,Lewis,0.0,71,False,,,50,155408.jpg,2.2,False,Cook,0.1,False,,a,3,91,40,0,0,0,0,0.0,8.0,Cook,,241.0,2016-07-08,1997-02-03,False,p155408,872,0,1,1,19,0,0,0,1,1,0,0,190,206.8,183.8,12.0,40.6,56,62,25,143,8,0.07,0.52,0.59,14.00,5.0,,,,,,[],,247,111,181,120,324,165,269,131,0.01,0.0,0.05,0.06,1.44,1.96,242,146,219,34,266,111,411,159,0.83,0.1,14.76,Bournemouth,Lewis Cook,25-26
71,True,True,,,496208,0,0,0,0,0,0,3,1.5,,0,Ben,0.0,72,False,,,50,496208.jpg,1.4,False,Gannon-Doak,0.1,False,,a,3,91,11,0,0,0,0,0.0,2.2,Gannon-Doak,,243.0,2025-08-18,2005-11-11,False,p496208,105,0,1,0,1,0,0,0,0,0,0,0,33,32.4,17.8,39.0,8.9,1,6,6,13,0,0.26,0.13,0.39,4.74,,,,,,,[],,347,160,326,167,286,150,341,161,0.22,0.0,0.11,0.33,4.06,0.86,337,196,314,84,337,151,429,172,0.0,0.0,11.14,Bournemouth,Ben Gannon-Doak,25-26
72,True,True,75.0,,200785,0,0,0,0,0,0,3,1.1,,0,Tyler,0.0,73,False,Unspecified injury - 75% chance of playing,2026-08-15T16:30:07.029928Z,50,200785.jpg,3.1,False,Adams,0.5,False,,d,3,91,77,0,0,0,0,0.0,15.4,Adams,,229.0,2023-08-20,1999-02-14,False,p200785,1769,2,2,7,28,0,0,0,8,0,0,3,346,387.0,158.2,115.0,66.3,83,96,53,232,21,0.63,0.63,1.26,27.18,,,,,,,[],,157,62,197,126,223,121,208,105,0.03,0.0,0.03,0.06,1.38,1.42,255,155,232,43,158,60,251,82,1.07,0.36,11.8,Bournemouth,Tyler Adams,25-26
73,True,True,75.0,,111317,0,0,0,0,0,0,3,1.1,,0,David,0.0,74,False,Unspecified injury - 75% chance of playing,2026-08-15T16:30:07.037929Z,50,111317.jpg,1.9,False,Brooks,0.1,False,,d,3,91,59,0,0,0,0,0.0,11.8,Brooks,,244.0,2018-07-01,1997-07-08,False,p111317,1188,1,3,5,20,0,0,0,7,0,0,4,215,236.2,384.5,434.0,104.1,19,56,19,94,13,5.81,3.40,9.21,20.25,4.0,,3.0,,,,[],,230,102,87,65,53,32,121,69,0.44,0.0,0.26,0.7,1.53,1.52,234,141,211,29,291,125,404,157,0.98,0.38,7.12,Bournemouth,David Brooks,25-26
74,True,True,0.0,,158499,0,0,0,0,0,0,3,0.0,,0,Ryan,0.0,75,False,Suspended until 29 Aug,2026-07-24T17:30:10.035483Z,50,158499.jpg,1.8,False,Christie,0.0,False,,s,3,91,47,0,0,0,0,0.0,9.4,Christie,,243.0,2021-08-31,1995-02-22,False,p158499,978,2,1,3,14,0,0,0,3,1,0,2,214,226.6,197.0,220.0,64.7,34,62,27,123,9,1.81,0.79,2.60,19.14,6.0,,,,,,[],,235,105,173,115,138,78,210,107,0.17,0.0,0.07,0.24,1.76,1.29,243,147,220,35,302,131,550,232,0.83,0.28,11.32,Bournemouth,Ryan Christie,25-26
75,True,True,,,614574,0,0,0,0,0,0,3,1.5,,0,Alex,0.0,76,False,,,50,614574.jpg,0.9,False,Tóth,0.0,False,,a,3,91,8,0,0,0,0,0.0,1.6,Tóth.A,,98.0,2026-01-20,2005-10-23,False,p614574,135,0,0,0,3,0,0,0,1,0,0,0,32,18.6,60.2,18.0,9.6,8,8,1,17,2,0.11,0.33,0.44,4.90,,,,,,,[],,359,166,276,151,315,160,339,159,0.07,0.0,0.22,0.29,3.27,2.0,381,228,358,116,394,185,561,240,1.33,0.0,11.33,Bournemouth,Alex Tóth,25-26
76,True,True,0.0,,489888,0,0,0,0,0,0,3,0.0,,0,Amine,0.0,77,False,Unspecified injury - Unknown return date,2026-08-15T16:00:07.590566Z,50,489888.jpg,2.2,False,Adli,0.1,False,,i,3,91,67,0,0,0,0,0.0,13.4,Adli,,145.0,2025-08-21,2000-05-10,False,p489888,1074,3,2,3,17,0,0,0,2,0,0,4,241,272.6,235.9,260.0,76.1,26,61,36,123,10,2.60,1.62,4.22,18.22,,,,,,,[],,216,95,145,98,113,66,180,88,0.22,0.0,0.14,0.36,1.53,1.42,329,191,306,79,269,114,419,165,0.84,0.25,10.31,Bournemouth,Amine Adli,25-26
77,True,True,0.0,,560262,0,0,0,0,0,0,3,0.0,,0,Junior,0.0,78,False,Foot injury - Unknown return date,2026-07-29T17:30:09.796802Z,75,560262.jpg,3.4,False,Kroupi,1.8,False,,i,3,91,113,0,0,0,0,0.0,15.1,Kroupi.Jr,,73.0,2025-02-02,2006-06-23,False,p560262,1663,13,0,10,21,0,0,0,5,0,0,13,480,532.2,306.9,563.0,139.9,42,61,9,112,21,8.31,1.51,9.82,25.91,,,,,1.0,,[],https://www.afcb.co.uk/news/2026/july/29/junior-kroupi-undergoes-successful-surgery-after-foot-injury/,103,33,122,84,37,22,60,39,0.45,0.0,0.08,0.53,1.4,1.14,22,13,578,253,123,51,141,42,1.14,0.54,6.06,Bournemouth,Junior Kroupi,25-26
78,True,True,,,444102,0,0,0,0,0,0,4,2.0,,0,Francisco Evanilson,0.0,79,False,,,60,444102.jpg,3.2,False,de Lima Barbosa,2.1,False,,a,3,91,115,0,0,0,0,0.0,19.2,Evanilson,Evanilson,30.0,2024-08-16,1999-10-06,False,p444102,2741,6,7,11,40,0,0,0,2,0,0,6,412,350.6,397.9,809.0,155.5,42,80,13,135,32,10.64,1.48,12.12,39.02,,,,,,,[],,171,15,78,2,14,7,48,10,0.35,0.0,0.05,0.4,1.28,1.31,84,22,509,53,152,13,126,17,1.05,0.36,4.43,Bournemouth,Francisco Evanilson de Lima Barbosa,25-26
79,True,False,0.0,,168636,0,0,0,0,0,0,4,0.0,,0,Enes,0.0,80,False,Has joined Getafe permanently,2026-08-14T14:14:21.881112Z,55,168636.jpg,1.2,False,Ünal,0.1,False,,u,3,91,27,0,0,0,0,0.0,4.9,Enes Ünal,,219.0,2024-07-01,1997-05-10,False,p168636,214,1,0,0,3,0,0,0,1,0,0,1,83,70.2,25.0,104.0,19.1,15,7,1,23,0,2.00,0.07,2.07,6.16,,,,,,,[],,322,35,315,40,229,38,311,37,0.84,0.0,0.03,0.87,2.59,1.26,119,29,377,25,350,40,405,62,0.0,0.0,9.67,Bournemouth,Enes Ünal,25-26
80,True,True,75.0,,561245,0,0,0,0,0,0,4,1.5,,0,Álvaro,0.0,81,False,Unspecified injury - 75% chance of playing,2026-08-15T16:30:07.054142Z,60,561245.jpg,0.0,False,Rodríguez,0.2,False,,d,3,91,0,0,0,0,0,0.0,0.0,Rodríguez,,230.0,2026-07-14,2004-07-14,False,p561245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,583,69,583,69,583,69,583,69,0.0,0.0,0.0,0.0,0.0,0.0,105,27,530,58,583,69,331,56,0.0,0.0,0.0,Bournemouth,Álvaro Rodríguez,25-26
81,True,True,,,483067,0,0,0,0,0,0,2,2.2,,0,António João,0.0,566,False,,,50,483067.jpg,0.0,False,Pereira de Albuquerque Tavares da Silva,0.2,False,,a,3,91,0,0,0,0,0,0.0,0.0,Silva,António Silva,173.0,2026-08-01,2003-10-30,False,p483067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,532,186,531,186,527,186,532,186,0.0,0.0,0.0,0.0,0.0,0.0,323,64,300,146,532,186,333,124,0.0,0.0,0.0,Bournemouth,António João Pereira de Albuquerque Tavares da Silva,25-26
82,True,True,,,494928,0,0,0,0,0,0,2,1.7,,0,Juanlu,0.0,573,False,,,45,494928.jpg,0.0,False,Sánchez,0.1,False,,a,3,91,0,0,0,0,0,0.0,0.0,Sanchez,,200.0,2026-08-06,2003-08-15,False,p494928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,476,178,470,178,457,177,478,178,0.0,0.0,0.0,0.0,0.0,0.0,477,129,155,100,481,178,395,143,0.0,0.0,0.0,Bournemouth,Juanlu Sánchez,25-26
